
order_id,order_date,supplier_id,supplier_name,country,material,price_unit,price_per_unit,quantity,total_price,delivery_time_days,on_time_delivery_rate,defect_pct
ORD000593,2023-10-10,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3886.63,698,2712867.34,40,0.909,0.0899
ORD000594,2023-12-13,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3866.53,453,1751539.5,10,0.939,0.0037
ORD000595,2024-03-29,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3860.84,920,3551973.61,8,0.953,0.0714
ORD000596,2023-10-21,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3870.66,273,1056690.61,46,0.853,0.1312
ORD000597,2024-10-27,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3898.08,433,1687870.41,13,0.904,0.0308
ORD000598,2024-05-05,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3898.36,664,2588508.34,49,0.854,0.0905
ORD000599,2025-08-27,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3918.53,714,2797831.31,38,0.866,0.0436
ORD000600,2023-05-26,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3936.68,535,2106121.13,39,0.997,0.1488
ORD000601,2024-03-11,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3969.51,513,2036357.91,39,0.955,0.0836
ORD000602,2024-08-11,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3987.12,643,2563718.62,12,0.971,0.1418
ORD000603,2023-10-01,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3975.89,417,1657946.18,6,0.881,0.0269
ORD000604,2023-05-08,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3998.54,658,2631036.98,36,0.933,0.0776
ORD000605,2023-03-03,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,588,2352000.0,39,0.919,0.0169
ORD000606,2025-04-04,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3986.28,546,2176507.09,32,0.837,0.0835
ORD000607,2023-09-08,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,624,2496000.0,7,0.815,0.1497
ORD000608,2024-11-16,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3973.41,345,1370824.74,23,0.989,0.1034
ORD000609,2025-09-23,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3918.95,783,3068535.72,14,0.908,0.0966
ORD000610,2024-05-31,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3915.28,467,1828437.43,40,0.843,0.0158
ORD000611,2023-06-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3921.57,662,2596077.69,39,0.846,0.0944
ORD000612,2023-07-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3901.77,507,1978197.65,28,0.846,0.0332
ORD000613,2024-05-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3945.05,624,2461711.6,18,0.858,0.0126
ORD000614,2023-11-15,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3942.73,66,260220.05,23,0.94,0.0679
ORD000615,2025-04-23,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,671,2684000.0,36,0.935,0.1401
ORD000616,2025-01-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3996.86,572,2286206.07,48,0.92,0.0465
ORD000617,2023-05-19,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,504,2016000.0,42,0.949,0.0082
ORD000618,2025-02-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,598,2392000.0,9,0.879,0.0506
ORD000619,2025-02-13,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,823,3292000.0,21,0.821,0.0228
ORD000620,2023-01-11,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,142,568000.0,36,0.867,0.1474
ORD000621,2025-09-15,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,665,2660000.0,19,0.905,0.0598
ORD000622,2024-03-30,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,1042,4168000.0,32,0.866,0.0843
ORD000623,2025-05-15,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3965.74,326,1292830.33,26,0.864,0.1355
ORD000624,2024-08-31,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3960.63,330,1307008.77,23,0.813,0.1192
ORD000625,2024-07-19,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,498,1992000.0,36,0.866,0.0714
ORD000626,2024-08-05,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3987.56,475,1894092.72,7,0.903,0.0921
ORD000627,2023-09-01,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3984.18,725,2888533.56,41,0.934,0.0141
ORD000628,2023-01-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3985.76,640,2550885.89,38,0.832,0.1047
ORD000629,2024-10-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3978.42,620,2466619.75,21,0.923,0.132
ORD000630,2023-09-27,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3971.36,369,1465430.71,33,0.999,0.026
ORD000631,2025-03-24,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3973.38,191,758915.79,38,0.822,0.1196
ORD000632,2023-03-20,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3971.16,493,1957780.97,42,0.92,0.0248
ORD000633,2023-04-28,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3965.35,497,1970777.91,40,0.994,0.0053
ORD000634,2024-08-10,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3945.98,671,2647754.01,34,0.842,0.0132
ORD000635,2023-09-09,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3954.37,597,2360756.54,27,0.823,0.0316
ORD000636,2025-08-22,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3943.56,353,1392077.9,29,0.874,0.0404
ORD000637,2024-11-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3941.1,256,1008921.95,10,0.858,0.0539
ORD000638,2024-10-03,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3896.55,430,1675517.21,35,0.895,0.1085
ORD000639,2024-01-22,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3909.23,831,3248572.46,16,0.909,0.0203
ORD000640,2023-01-10,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3886.13,609,2366650.44,31,0.893,0.0654
ORD000641,2023-11-11,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3897.94,504,1964563.42,39,0.883,0.1308
ORD000642,2024-06-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3887.49,708,2752344.28,16,0.907,0.1008
ORD000643,2023-11-13,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3887.56,729,2834033.95,15,0.935,0.0705
ORD000644,2023-06-01,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3891.81,360,1401050.16,7,0.995,0.0306
ORD000645,2025-09-16,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3904.58,457,1784394.01,33,0.819,0.0385
ORD000646,2024-01-29,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3943.89,106,418052.03,31,0.862,0.0133
ORD000647,2024-11-23,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3992.41,421,1680803.22,30,0.801,0.1203
ORD000648,2025-02-09,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,406,1624000.0,5,0.885,0.0637
ORD000649,2023-07-16,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,522,2088000.0,46,0.84,0.0811
ORD000650,2025-03-07,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3975.23,396,1574193.03,5,0.948,0.0406
ORD000651,2023-07-09,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3973.03,652,2590412.57,16,0.946,0.0056
ORD000652,2023-05-29,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3983.54,486,1935998.65,6,0.812,0.0174
ORD000653,2023-10-27,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3965.14,393,1558301.73,36,0.945,0.0587
ORD000654,2024-06-25,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3996.23,560,2237891.31,23,0.981,0.1222
ORD000655,2024-06-29,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,314,1256000.0,36,0.829,0.1357
ORD000656,2023-07-10,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,322,1288000.0,7,0.892,0.0933
ORD000657,2024-06-16,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3977.31,588,2338657.3,36,0.806,0.0444
ORD000658,2025-07-19,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3967.89,430,1706192.63,23,0.887,0.0424
ORD000659,2023-07-10,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3986.55,279,1112248.02,10,0.823,0.0238
ORD000660,2025-06-26,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3973.46,714,2837051.82,41,0.989,0.1061
ORD000661,2025-04-28,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,1030,4120000.0,47,0.885,0.0145
ORD000662,2023-08-05,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3977.54,838,3333180.23,39,0.907,0.0202
ORD000663,2024-10-25,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3977.99,629,2502154.91,44,0.994,0.0427
ORD000664,2024-06-11,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3978.41,422,1678890.77,14,0.883,0.0097
ORD000665,2025-02-24,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,696,2784000.0,22,0.82,0.055
ORD000666,2024-08-30,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,572,2288000.0,20,0.989,0.1017
ORD000667,2024-06-25,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,362,1448000.0,41,0.868,0.122
ORD000668,2025-05-21,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3986.28,782,3117267.95,8,0.914,0.0613
ORD000669,2024-01-06,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3996.47,323,1290858.51,24,0.872,0.1413
ORD000670,2024-01-26,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3933.15,489,1923311.39,16,0.949,0.0975
ORD000671,2023-03-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3908.34,317,1238945.13,46,0.846,0.0769
ORD000672,2025-08-21,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3908.41,549,2145717.88,21,0.889,0.033
ORD000673,2025-09-24,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3885.87,402,1562118.98,10,0.974,0.0377
ORD000674,2023-11-19,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3912.43,333,1302840.16,44,0.852,0.0214
ORD000675,2024-12-18,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3890.22,486,1890646.76,23,0.813,0.1473
ORD000676,2025-06-30,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3868.68,583,2255439.53,25,0.841,0.0227
ORD000677,2023-04-17,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3875.96,558,2162788.02,27,0.923,0.0346
ORD000678,2025-07-08,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3923.59,701,2750439.56,25,0.935,0.097
ORD000679,2025-09-03,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3894.81,568,2212249.32,37,0.859,0.0338
ORD000680,2024-04-08,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3880.81,509,1975333.16,31,0.935,0.1364
ORD000681,2024-06-28,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3885.11,322,1251004.43,43,0.934,0.127
ORD000682,2023-05-16,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3961.38,559,2214409.07,42,0.865,0.1077
ORD000683,2024-08-19,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3980.13,158,628861.33,42,0.897,0.002
ORD000684,2023-08-14,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,333,1332000.0,46,0.872,0.0373
ORD000685,2023-04-12,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,702,2808000.0,33,0.962,0.0672
ORD000686,2023-04-29,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3975.37,398,1582196.42,47,0.98,0.094
ORD000687,2025-07-31,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,552,2208000.0,26,0.996,0.1043
ORD000688,2024-08-15,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,4000.0,804,3216000.0,44,0.893,0.0156
ORD000689,2023-07-18,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3949.44,139,548972.54,46,0.886,0.0123
ORD000690,2024-04-25,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3925.45,650,2551542.22,44,0.801,0.1057
ORD000691,2023-09-08,SUP007,Excel Supplies,Brazil,Gold,USD_per_troy_ounce,3942.86,799,3150345.83,45,0.818,0.0734
ORD000692,2023-11-01,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15252.12,564,8602195.14,44,0.984,0.0987
ORD000693,2023-08-03,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15381.09,598,9197890.02,20,0.901,0.1046
ORD000694,2025-03-09,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15464.51,475,7345640.98,47,0.943,0.0146
ORD000695,2024-07-29,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15441.71,343,5296506.57,40,0.944,0.0838
ORD000696,2025-06-11,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15633.79,320,5002813.69,18,0.988,0.0274
ORD000697,2024-04-08,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15537.33,501,7784202.5,39,0.963,0.0992
ORD000698,2023-07-19,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15400.21,746,11488555.41,12,0.856,0.0292
ORD000699,2023-03-03,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15345.64,641,9836557.38,33,0.858,0.1111
ORD000700,2024-02-19,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15319.92,504,7721237.79,11,0.904,0.0623
ORD000701,2023-09-08,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15440.99,574,8863128.72,47,0.937,0.0484
ORD000702,2024-04-18,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15386.02,343,5277403.61,39,0.993,0.1055
ORD000703,2023-10-30,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15461.89,545,8426728.92,14,0.997,0.1321
ORD000704,2025-02-11,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15404.34,366,5637988.32,35,0.842,0.092
ORD000705,2024-04-08,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15250.93,355,5414080.49,17,0.967,0.0354
ORD000706,2025-05-31,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15351.96,110,1688716.08,36,0.831,0.144
ORD000707,2025-02-10,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15397.34,544,8376153.95,13,0.937,0.049
ORD000708,2024-08-03,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15131.53,340,5144721.5,9,0.805,0.0194
ORD000709,2023-02-04,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15063.97,673,10138049.45,41,0.932,0.1487
ORD000710,2023-04-05,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15064.35,451,6794020.88,8,0.829,0.0642
ORD000711,2023-06-30,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14949.85,558,8342016.84,31,0.926,0.0375
ORD000712,2025-06-16,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14945.41,799,11941384.77,42,0.846,0.0932
ORD000713,2023-04-04,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14732.27,538,7925963.71,17,0.943,0.0802
ORD000714,2023-06-21,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14740.92,778,11468438.18,37,0.802,0.107
ORD000715,2025-05-07,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14715.11,473,6960246.22,14,0.94,0.0752
ORD000716,2023-09-27,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14649.28,706,10342393.98,14,0.818,0.1463
ORD000717,2024-08-10,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14645.91,187,2738785.16,5,0.911,0.1319
ORD000718,2024-12-19,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14651.92,571,8366248.23,6,0.968,0.0056
ORD000719,2023-08-26,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14853.51,628,9328004.06,49,0.963,0.0202
ORD000720,2024-10-28,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14873.71,341,5071935.98,28,0.841,0.1364
ORD000721,2024-02-05,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14981.3,596,8928855.56,35,0.908,0.1426
ORD000722,2023-11-25,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15003.22,450,6751447.35,30,0.996,0.0826
ORD000723,2024-11-18,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15000.79,495,7425392.94,24,0.851,0.1428
ORD000724,2024-03-04,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15125.42,862,13038114.91,49,0.967,0.0298
ORD000725,2024-07-12,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15108.01,214,3233113.44,13,0.917,0.1226
ORD000726,2023-02-07,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15070.37,569,8575042.87,37,0.986,0.0705
ORD000727,2023-05-16,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15018.33,529,7944695.95,42,0.812,0.0059
ORD000728,2023-03-28,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15048.32,540,8126091.79,42,0.854,0.0322
ORD000729,2025-08-23,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15134.87,498,7537166.55,41,0.953,0.1339
ORD000730,2024-05-19,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15081.27,591,8913029.83,8,0.964,0.0727
ORD000731,2024-11-18,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15078.02,334,5036059.7,45,0.958,0.0648
ORD000732,2024-01-07,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15043.14,183,2752895.32,45,0.874,0.1139
ORD000733,2024-05-23,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14955.92,76,1136650.12,21,0.823,0.068
ORD000734,2025-05-05,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14915.74,606,9038939.05,12,0.943,0.131
ORD000735,2024-04-01,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14901.58,712,10609925.15,38,0.885,0.0809
ORD000736,2024-09-03,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14918.53,714,10651828.69,7,0.904,0.1346
ORD000737,2023-12-21,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15040.64,140,2105689.15,17,0.981,0.0173
ORD000738,2025-01-30,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15039.13,214,3218373.84,43,0.992,0.0532
ORD000739,2025-02-16,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14818.03,297,4400954.42,9,0.844,0.0418
ORD000740,2024-01-27,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14853.02,649,9639606.78,17,0.97,0.1022
ORD000741,2025-07-22,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14905.36,372,5544794.3,22,0.877,0.1356
ORD000742,2024-04-06,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14893.13,604,8995452.65,49,0.923,0.1279
ORD000743,2024-09-04,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14784.0,276,4080382.76,44,0.81,0.1357
ORD000744,2024-12-22,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14895.67,260,3872873.59,24,0.992,0.0042
ORD000745,2023-05-25,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14929.33,527,7867756.68,41,0.87,0.0453
ORD000746,2023-05-22,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,14984.74,495,7417447.45,8,0.975,0.0332
ORD000747,2023-02-05,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15215.28,325,4944964.67,48,0.893,0.0557
ORD000748,2024-02-14,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15192.77,530,8052168.64,38,0.89,0.0223
ORD000749,2023-08-18,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15254.11,483,7367735.23,48,0.899,0.019
ORD000750,2025-08-07,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15343.85,680,10433816.08,6,0.932,0.0314
ORD000751,2025-08-21,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15535.88,931,14463901.18,45,0.802,0.1462
ORD000752,2023-07-08,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15503.95,387,6000026.93,30,0.836,0.0431
ORD000753,2024-09-11,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15544.94,166,2580460.05,18,0.899,0.062
ORD000754,2023-11-27,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15490.07,270,4182318.76,42,0.925,0.0116
ORD000755,2024-09-08,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15401.83,296,4558942.45,5,0.834,0.1461
ORD000756,2023-02-10,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15494.17,340,5268016.18,32,0.906,0.1036
ORD000757,2025-03-31,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15531.07,339,5265032.79,25,0.833,0.0969
ORD000758,2024-03-02,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15613.83,719,11226342.7,46,0.804,0.0087
ORD000759,2024-09-07,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15624.71,873,13640367.78,17,0.965,0.0912
ORD000760,2024-08-23,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15721.88,380,5974314.91,30,0.805,0.1136
ORD000761,2025-01-27,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15507.9,292,4528307.06,31,0.906,0.0512
ORD000762,2023-07-11,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15515.08,154,2389321.76,35,0.978,0.1042
ORD000763,2024-02-22,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15684.56,699,10963505.0,6,0.992,0.0755
ORD000764,2023-09-21,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15750.93,408,6426378.51,41,0.885,0.1009
ORD000765,2025-03-25,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15797.55,462,7298468.87,15,0.879,0.1109
ORD000766,2024-05-05,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15930.38,625,9956490.17,45,0.888,0.0231
ORD000767,2023-08-24,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15964.78,481,7679058.94,29,0.861,0.052
ORD000768,2025-02-20,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,16000.0,606,9696000.0,47,0.802,0.0162
ORD000769,2023-05-03,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15934.3,382,6086904.07,39,0.892,0.146
ORD000770,2025-04-22,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15951.17,514,8198899.85,32,0.903,0.037
ORD000771,2024-11-30,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15967.66,565,9021730.01,43,0.944,0.1411
ORD000772,2023-11-29,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15925.64,639,10176485.22,20,0.955,0.1152
ORD000773,2024-11-04,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15811.07,763,12063844.24,10,0.945,0.058
ORD000774,2023-07-15,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15756.99,834,13141326.78,9,0.959,0.0295
ORD000775,2023-01-24,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15668.13,405,6345591.36,25,0.948,0.0606
ORD000776,2025-01-31,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15580.84,581,9052469.09,23,0.906,0.0496
ORD000777,2024-03-12,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15553.87,928,14433991.89,11,0.831,0.0081
ORD000778,2023-08-20,SUP008,Global Enterprises,South Africa,Nickel,USD_per_ton,15482.9,373,5775121.53,47,0.894,0.0969
ORD000779,2025-01-21,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9956.06,257,2558708.04,28,0.823,0.0806
ORD000780,2025-02-19,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,10025.3,611,6125460.03,35,0.857,0.1252
ORD000781,2024-09-09,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9947.87,225,2238271.45,28,0.806,0.131
ORD000782,2024-02-11,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9828.85,401,3941367.42,26,0.848,0.1248
ORD000783,2025-09-27,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9731.14,416,4048155.79,7,0.914,0.113
ORD000784,2025-06-25,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9676.52,464,4489907.33,9,0.94,0.0556
ORD000785,2024-08-10,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9656.01,715,6904046.87,31,0.973,0.1481
ORD000786,2025-01-17,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9537.55,779,7429752.64,47,0.912,0.0579
ORD000787,2024-02-27,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9440.51,730,6891575.87,17,0.955,0.0329
ORD000788,2024-10-11,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9390.48,716,6723584.0,7,0.872,0.1013
ORD000789,2024-03-19,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9395.05,661,6210125.42,48,0.933,0.1226
ORD000790,2024-10-02,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9674.39,534,5166123.31,42,0.913,0.1386
ORD000791,2023-11-01,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9568.57,12,114822.89,34,0.956,0.0945
ORD000792,2025-05-25,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9542.51,542,5172042.8,28,0.983,0.0215
ORD000793,2024-10-09,SUP009,Advanced Corporation,Germany,Copper,USD_per_ton,9578.0,542,5191274.59,31,0.9,0.0696
